GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1422431907,2022-05-10 13:07:17.078551,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Glenville Rd @ High Point,L1744054,P,"39.871014","-75.9611982",2022-05-10,13:06:00,obsr243748,S109567857,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1425331845,2022-05-12 16:48:50.387539,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-12,16:47:00,obsr542788,S109806244,Stationary,P21,EBIRD,"1.0",,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1446411397,2022-05-29 19:57:03.54245,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-29,18:19:00,obsr1794094,S111659448,Traveling,P22,EBIRD_PA,"97.0","4.507",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1415093106,2022-05-06 20:26:51.323607,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Hidden River Park & Preserve,L18483897,P,"40.1607639","-75.5324586",2022-05-02,07:55:00,obsr118164,S108963213,Traveling,P22,EBIRD,"240.0","6.437",,"4.0","1",G8299146,"0","1","0",,"Census for East Pikeland township's --""Hidden River Park and Preserve"" coming soon. --Valley Forge Audubon Society volunteers conducting the count.  Rick and Wendy walked the south end of the preserve. --Cloudy, 55 warming to 62 F, Beaufort 0 wind; --American toad",Heard calling from the vicinity of the old Cromby plant
URN:CornellLabOfOrnithology:EBIRD:OBS1420867961,2022-05-09 15:27:12.525099,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-09,06:57:00,obsr199879,S109436605,Traveling,P22,EBIRD,"184.0","5.745",,"1.0","1",G8332889,"0","1","0",,44-59 degrees,
URN:CornellLabOfOrnithology:EBIRD:OBS1413281388,2022-05-03 11:38:42.689247,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Longwood Gardens,L503790,H,"39.8726929","-75.6744719",2022-05-03,10:02:00,obsr21752,S108811307,Traveling,P22,EBIRD,"7.0","0.29",,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1433312899,2022-05-18 06:34:07.409631,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Marsh Creek SP,L272015,H,"40.0675599","-75.719985",2022-05-17,09:00:00,obsr662161,S110474039,Traveling,P22,EBIRD,"108.0","2.198",,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1421312098,2022-05-09 15:27:12.525099,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-09,06:57:00,obsr768051,S109471759,Traveling,P22,EBIRD,"184.0","5.745",,"1.0","1",G8332889,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1422850406,2022-05-10 18:48:26.127265,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,C.A.O.S. Head Quarters.,L1089774,P,"39.8666571","-75.9682193",2022-05-10,15:30:00,obsr243748,S109603018,Stationary,P21,EBIRD,"196.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1427486979,2022-05-14 09:14:03.990476,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-14,08:56:00,obsr704598,S109991604,Stationary,P21,EBIRD,"9.0",,,"6.0","1",G8362827,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1414806924,2022-05-27 11:35:46.669919,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Hidden River Park (restricted),L18690169,P,"40.1579568","-75.5319898",2022-05-02,07:55:00,obsr3029110,S108937414,Traveling,P22,EBIRD,"240.0","6.437",,"4.0","1",G8299146,"0","1","0",,Valley Forge Audubon Society,
URN:CornellLabOfOrnithology:EBIRD:OBS1427485091,2022-05-14 09:14:03.990476,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-14,08:56:00,obsr432900,S109991606,Stationary,P21,EBIRD,"9.0",,,"6.0","1",G8362827,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1433096100,2022-05-17 07:11:43.348987,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Hidden River Park (restricted),L18690169,P,"40.1579568","-75.5319898",2022-05-14,06:01:00,obsr3029110,S110455326,Traveling,P22,EBIRD,"110.0","3.985",,"1.0","1",G8403224,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1427502578,2022-05-14 09:15:34.643691,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-14,08:56:00,obsr542788,S109992967,Stationary,P21,EBIRD,"9.0",,,"6.0","1",G8362827,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1427480168,2022-05-14 09:14:03.990476,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-14,08:56:00,obsr1794094,S109991609,Stationary,P21,EBIRD,"9.0",,,"6.0","1",G8362827,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1414825591,2022-05-10 11:24:27.396996,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Hidden River Park & Preserve,L18483897,P,"40.1607639","-75.5324586",2022-05-02,07:55:00,obsr199879,S108938682,Traveling,P22,EBIRD,"240.0","6.437",,"4.0","1",G8299146,"0","1","0",,Valley Forge Audubon Society,
URN:CornellLabOfOrnithology:EBIRD:OBS1430061523,2022-05-15 09:00:42.662686,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-05-15,07:25:00,obsr1794094,S110206588,Traveling,P22,EBIRD_PA,"93.0","3.219",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1413358114,2022-05-03 15:12:45.229686,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clearfield,US-PA-033,,"28.0",,,Karthaus Elk Refuge,L11682890,P,"41.1275791","-78.101948",2022-05-03,10:15:00,obsr243498,S108815950,Traveling,P22,EBIRD,"30.0","1.609",,"1.0","1",,"0","1","1",,,"Large falcon, dark (almost black) on the back wings and head, sharp pointed wings, fast wing beats, wings/wing tips held low when gliding."
URN:CornellLabOfOrnithology:EBIRD:OBS1411353590,2022-05-03 10:06:50.638088,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",F ,C1,F ,,United States,US,Pennsylvania,US-PA,Crawford,US-PA-039,,"13.0",,,State Game Lands 122--North/Koochogey Wetlands,L9327092,H,"41.7012477","-79.8006576",2022-05-01,15:18:00,obsr555649,S108654263,Traveling,P22,EBIRD,"156.0","0.644",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1424851645,2022-05-12 16:25:01.414692,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Cumberland,US-PA-041,,"28.0",,,Sample Bridge Road,L18990949,P,"40.2509928","-77.0204627",2022-05-12,10:13:00,obsr514319,S109768671,Traveling,P22,EBIRD,"26.0","1.304",,"1.0","1",,"1","1","1",,,Soaring over quarry
URN:CornellLabOfOrnithology:EBIRD:OBS1411251400,2022-05-01 16:55:59.118148,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Zoo America,L1850779,H,"40.287962","-76.651124",2022-05-01,07:15:00,obsr190654,S108645438,Incidental,P20,EBIRD_PA,,,,"1.0","0",,"0","1","0",,,"probable female, based on size, flying past north side of cocoa bean silos"
URN:CornellLabOfOrnithology:EBIRD:OBS1422890569,2022-05-10 19:27:35.288474,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Susquehanna River--from West Fairview (Dauphin Co.),L833038,H,"40.2720977","-76.9132984",2022-05-10,18:05:00,obsr121378,S109607258,Stationary,P21,EBIRD,"50.0",,,"2.0","1",G8340409,"0","1","0",,with Troy Corman,
URN:CornellLabOfOrnithology:EBIRD:OBS1438494829,2022-05-23 15:33:09.845308,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",NY,C4,NY,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Appalachian Brewing Company,L9416054,P,"40.2657381","-76.8759676",2022-05-21,18:18:00,obsr86405,S110918316,Stationary,P21,EBIRD,"12.0",,,"8.0","1",G8431892,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1462955105,2022-06-19 18:27:50.901957,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",ON,C4,ON,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"US-22 E, Dauphin US-PA (40.4015,-77.0111)",L10932811,P,"40.401485","-77.011071",2022-05-26,10:31:00,obsr849332,S113308951,Stationary,P21,EBIRD,"32.0",,,"2.0","1",G8576112,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1422885572,2022-05-10 19:27:35.288474,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Susquehanna River--from West Fairview (Dauphin Co.),L833038,H,"40.2720977","-76.9132984",2022-05-10,18:05:00,obsr39454,S109606897,Stationary,P21,EBIRD,"50.0",,,"2.0","1",G8340409,"0","1","0",,with Troy Corman,
URN:CornellLabOfOrnithology:EBIRD:OBS1428868089,2022-05-15 08:38:14.20181,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",ON,C4,ON,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-05-14,17:32:00,obsr805514,S110110566,Stationary,P21,EBIRD,"4.0",,,"2.0","1",G8380568,"0","1","0",,,Bird sitting on E3
URN:CornellLabOfOrnithology:EBIRD:OBS1448693842,2022-06-01 12:00:54.08497,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"438 Market St, Harrisburg US-PA (40.2630,-76.8790)",L19403665,P,"40.262964","-76.879012",2022-05-30,17:00:00,obsr590519,S111881088,Stationary,P21,EBIRD,"10.0",,,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1438652933,2022-05-23 15:33:09.845308,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",NY,C4,NY,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Appalachian Brewing Company,L9416054,P,"40.2657381","-76.8759676",2022-05-21,18:18:00,obsr1209790,S110928282,Stationary,P21,EBIRD,"12.0",,,"8.0","1",G8431892,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1438947505,2022-05-23 15:33:09.845308,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",NY,C4,NY,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Appalachian Brewing Company,L9416054,P,"40.2657381","-76.8759676",2022-05-21,18:18:00,obsr423346,S110956372,Stationary,P21,EBIRD,"12.0",,,"8.0","1",G8431892,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1428859246,2022-05-14 17:34:28.14285,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",H ,C2,H ,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"US-22 E, Dauphin US-PA (40.4015,-77.0111)",L10932811,P,"40.401485","-77.011071",2022-05-14,17:20:00,obsr1577273,S110109942,Stationary,P21,EBIRD,"15.0",,,"1.0","1",,"0","1","0",,,Under Clark’s Ferry bridge. Known breeder.
URN:CornellLabOfOrnithology:EBIRD:OBS1427617136,2022-05-14 10:09:06.867953,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Zoo America,L1850779,H,"40.287962","-76.651124",2022-05-14,07:45:00,obsr190654,S110005075,Incidental,P20,EBIRD_PA,,,,"1.0","0",,"0","1","0",,,"Vocal one, perched on west end of silos"
URN:CornellLabOfOrnithology:EBIRD:OBS1526247590,2022-09-26 08:44:22.603962,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"29.0",,,home lane,L21000821,P,"40.210754","-76.5995857",2022-05-15,,obsr3195249,S119435567,Historical,P62,EBIRD,,,,,"0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1410881577,2022-05-01 13:06:43.299635,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-05-01,12:29:00,obsr790419,S108611804,Incidental,P20,EBIRD,,,,"2.0","0",G8279474,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1447882207,2022-05-31 12:00:05.392537,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"4",FL,C4,FL,"Female, Juvenile (2); Male, Adult (1); Male, Juvenile (1)",United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Rachel Carson Building,L594966,H,"40.2624414","-76.8799853",2022-05-31,05:30:00,obsr613356,S111803752,Stationary,P21,EBIRD,"300.0",,,"6.0","1",,"0","1","0",,,Mother in rehab. with a reported broken leg. The father has taken over food drops and encouraging the young to fly.
URN:CornellLabOfOrnithology:EBIRD:OBS1426709024,2022-05-13 19:33:35.16673,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Hersheypark,L3019655,H,"40.28776","-76.654993",2022-05-13,18:50:00,obsr969974,S109927244,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1446477938,2022-05-29 21:08:28.228645,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Hersheypark,L3019655,H,"40.28776","-76.654993",2022-05-29,13:00:00,obsr2671318,S111666224,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1438518867,2022-05-23 15:33:09.845308,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",NY,C4,NY,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Appalachian Brewing Company,L9416054,P,"40.2657381","-76.8759676",2022-05-21,18:18:00,obsr829209,S110919091,Stationary,P21,EBIRD,"12.0",,,"8.0","1",G8431892,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1431116292,2022-05-15 18:02:48.670564,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Rachel Carson Building,L594966,H,"40.2624414","-76.8799853",2022-05-15,17:56:00,obsr166632,S110296708,Stationary,P21,EBIRD,"2.0",,,"1.0","1",,"0","1","0",,,Nesting location
URN:CornellLabOfOrnithology:EBIRD:OBS1438668768,2022-05-23 15:33:09.845308,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",NY,C4,NY,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Appalachian Brewing Company,L9416054,P,"40.2657381","-76.8759676",2022-05-21,18:18:00,obsr561533,S110929904,Stationary,P21,EBIRD,"12.0",,,"8.0","1",G8431892,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1447080235,2022-05-30 13:27:28.655363,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"5",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Rachel Carson Building,L594966,H,"40.2624414","-76.8799853",2022-05-30,13:20:00,obsr461010,S111723952,Stationary,P21,EBIRD,"6.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1447374216,2022-05-30 18:42:48.809664,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"4",FL,C4,FL,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Rachel Carson Building,L594966,H,"40.2624414","-76.8799853",2022-05-30,18:27:00,obsr1064346,S111754661,Stationary,P21,EBIRD,"15.0",,,"2.0","1",,"0","1","0",,,"1 adult male, 3 fledglings"
URN:CornellLabOfOrnithology:EBIRD:OBS1410807493,2022-05-01 13:06:43.299635,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-05-01,12:29:00,obsr805514,S108605819,Incidental,P20,EBIRD,,,,"2.0","0",G8279474,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1430025847,2022-05-15 08:38:14.20181,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",ON,C4,ON,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-05-14,17:32:00,obsr790419,S110203083,Stationary,P21,EBIRD,"4.0",,,"2.0","1",G8380568,"0","1","0",,,Bird sitting on E3
URN:CornellLabOfOrnithology:EBIRD:OBS1442992212,2022-06-19 18:27:50.901957,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",ON,C4,ON,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"US-22 E, Dauphin US-PA (40.4015,-77.0111)",L10932811,P,"40.401485","-77.011071",2022-05-26,10:31:00,obsr1577273,S111327253,Stationary,P21,EBIRD,"32.0",,,"2.0","1",G8576112,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1443491293,2022-05-27 08:25:20.244619,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"6",FL,C4,FL,"Female, Adult (1); Male, Juvenile (2); Female, Juvenile (2); Male, Adult (1)",United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,Rachel Carson Building,L594966,H,"40.2624414","-76.8799853",2022-05-26,17:00:00,obsr801112,S111374556,Stationary,P21,EBIRD,"180.0",,,"8.0","1",,"0","1","1",,,"2 adults. 4 young, one of which (M) recently fledged"
URN:CornellLabOfOrnithology:EBIRD:OBS1435313798,2022-05-19 05:10:23.596907,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,Furness Park,L5599190,H,"39.905536","-75.370022",2022-05-18,17:04:00,obsr21578,S110638867,Traveling,P22,EBIRD,"60.0","0.805",,"1.0","0",,"0","1","0",,Birds seen/heard by me while leading a tree program in Furness Park for the Helen Kate Furness Library.,Interesting flyover large falcon.  Pointed wings.  Head with brownish helmet coming down onto cheeks.  Looked like an immature bird.
URN:CornellLabOfOrnithology:EBIRD:OBS1426764696,2022-05-15 11:28:10.578503,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Delaware River--Hog Island Rd. (Delaware Co.),L511542,H,"39.8584371","-75.2606074",2022-05-13,17:14:00,obsr21752,S109933153,Stationary,P21,EBIRD,"104.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1427026535,2022-05-15 11:28:10.578503,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Delaware River--Hog Island Rd. (Delaware Co.),L511542,H,"39.8584371","-75.2606074",2022-05-13,18:01:00,obsr1350502,S109952868,Traveling,P22,EBIRD,"63.0","7.483",,"1.0","1",,"0","1","0",,,Flying up river on the Jersey side
URN:CornellLabOfOrnithology:EBIRD:OBS1435312318,2022-05-19 04:50:51.994661,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,Pennock Woods Park,L2696475,H,"39.9333018","-75.274415",2022-05-18,07:00:00,obsr151444,S110638690,Traveling,P22,EBIRD,"720.0","0.402",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1440018761,2022-05-23 07:53:38.446908,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,Mt Sharon Cemetery,L11625090,P,"39.9293194","-75.3183999",2022-05-23,07:03:00,obsr290792,S111056810,Traveling,P22,EBIRD,"37.0","1.691",,"1.0","1",,"0","1","0",,,Circling with Red-tailed Hawk over SE corner
URN:CornellLabOfOrnithology:EBIRD:OBS1413429412,2022-05-03 12:14:32.054976,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Delaware River--Hog Island Rd. (Delaware Co.),L511542,H,"39.8584371","-75.2606074",2022-05-03,09:50:00,obsr53511,S108823653,Stationary,P21,EBIRD,"144.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1424320827,2022-05-11 20:10:38.147989,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,US-PA_960,"29.0",,,"Providence Rd, Newtown Square",L17102447,P,"39.9637982","-75.4401512",2022-05-11,07:13:00,obsr533253,S109726186,Stationary,P21,EBIRD,"10.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1426747759,2022-05-15 11:28:10.578503,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Delaware River--Hog Island Rd. (Delaware Co.),L511542,H,"39.8584371","-75.2606074",2022-05-13,18:05:00,obsr687597,S109931887,Traveling,P22,EBIRD,"30.0","0.161",,"3.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1441180326,2022-05-24 10:19:18.477675,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,"Aldan, Providence & Springfield Rds",L17500645,P,"39.9249639","-75.2800082",2022-05-23,17:40:00,obsr888947,S111161780,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,"Flew across road, maybe 50 feet in front of the car, about 30 feet up. Quick but decent look."
